,name,popularity,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,hit
35,Alive x Starbright - Between Broken Live Edit,44,56B2pHbMXoIACrsbkcHPf7,0.434,0.63,11,-6.804,1,0.0494,0.178,0.0,0.111,0.152,77.496,314323,4,flop
36,Heaven or Not,52,6B8ZQyILzGTzJZ2BE8ydcF,0.6,0.882,9,-6.845,0,0.0739,0.0217,0.0,0.0623,0.468,124.955,151259,4,flop
37,Tears,54,29tRu5BqKiUDAoWLKIO3RN,0.697,0.633,5,-5.288,0,0.1,0.00182,0.2,0.109,0.369,140.216,185571,4,flop
38,Make You Say,57,1elhmWW7Bv0MOQj2gAsyoV,0.687,0.61,8,-4.713,0,0.0499,0.351,0.0,0.175,0.649,128.15,206000,4,flop
39,K,51,0SMxKocTYMTE8C4dktdlRX,0.569,0.11,7,-17.899,0,0.0436,0.862,0.0554,0.121,0.183,151.795,213074,4,flop
40,Stay High - VIP,16,3CQgCrtbsNc6hm9ySmC10A,0.699,0.781,4,-8.435,0,0.0418,0.152,0.0358,0.367,0.137,123.01,192683,4,flop
44,Miyanosawa (ABGT572),37,2cq4wowGOISiKHayrdUrPH,0.633,0.803,1,-8.682,1,0.0346,0.000938,0.815,0.103,0.139,123.891,253800,4,flop
48,No Time,58,6L4ZHLACL2Fla9qT56ef8P,0.639,0.955,1,-7.377,1,0.0508,0.0105,0.812,0.0744,0.635,127.998,156328,4,flop
49,The Veldt - Radio Edit,58,5sGIgGkeYiiWdN0NVYJZ0I,0.736,0.759,9,-7.066,1,0.0347,0.0574,0.207,0.0778,0.485,128.036,170067,4,flop
50,Zombie (feat. Valerie Broussard),59,5AZJbQwaYGHWCY53k7fO57,0.302,0.817,4,-3.493,0,0.0863,0.00354,4.77e-06,0.097,0.0538,157.084,284644,4,flop
51,Faded,59,2GQEM9JuHu30sGFvRYeCxz,0.867,0.477,9,-7.183,0,0.049,0.00843,0.175,0.113,0.614,124.979,223480,4,flop
52,To Ü (feat. AlunaGeorge),57,3UgSQu6WwrXfKKDq019IHE,0.485,0.928,10,-3.451,0,0.445,0.134,2.92e-05,0.217,0.348,160.165,237000,4,flop
56,Deep End - SIDEPIECE Remix,56,7JdiXX87BugXUDhQ89GEc8,0.763,0.665,11,-9.063,0,0.0807,0.122,0.0112,0.476,0.422,126.025,196667,4,flop
57,Questions,54,3bRyWA7tDRImHKnSoGG95i,0.604,0.692,11,-7.658,1,0.0569,0.394,2.73e-05,0.182,0.59,123.982,177813,4,flop
58,H E X,42,4rItO3eW9gmIA8bpMXgzeX,0.522,0.924,2,-4.835,1,0.0459,0.00863,0.555,0.0372,0.168,180.098,207769,4,flop
59,Cocaine Model,59,5Z3trOR982mBrJcPfrLUsq,0.786,0.706,9,-6.212,0,0.0537,0.251,0.213,0.142,0.313,120.011,255093,4,flop
60,Blue Moon,67,1pZn8AX1WulW8IO338hE5D,0.639,0.269,8,-11.435,1,0.0698,0.982,0.12,0.141,0.539,124.866,207827,4,hit
64,What A Wonderful World,77,29U7stRjqHU6rMiS8BfaI9,0.271,0.165,5,-20.652,1,0.0351,0.729,1.6e-06,0.118,0.203,77.082,139227,4,hit
65,My Funny Valentine,66,4l9hml2UCnxoNI3yCdL1BW,0.438,0.00756,0,-26.44,0,0.0382,0.941,0.00643,0.109,0.277,133.32,141133,4,hit
66,Bring It On Home to Me,67,5EoYc5wvRYOtkudLfrjsL1,0.487,0.532,0,-7.496,1,0.0322,0.631,0.0,0.184,0.609,70.838,164252,4,hit
67,These Arms of Mine,67,4skknrc3sJqaPTtUr2cwFq,0.403,0.284,10,-14.014,1,0.0338,0.798,0.0,0.142,0.686,176.537,154533,3,hit
68,La vie en rose - Single Version,70,0zDVclPMSsjeyvbnqhWOmt,0.52,0.0406,0,-16.397,1,0.0635,0.877,0.000364,0.0845,0.285,70.138,203760,4,hit
69,Stormy Weather,68,2IdwQxhJn9ZE4zIotcCefR,0.262,0.356,0,-8.031,0,0.0303,0.613,0.0,0.175,0.426,174.176,187667,3,hit
70,A Sunday Kind Of Love,72,0zGLlXbHlrAyBN1x6sY0rb,0.421,0.285,2,-9.43,0,0.0293,0.829,1.55e-06,0.233,0.402,85.861,196133,4,hit
71,Mas Que Nada - 2011 Rio Version,51,6eNHrgrgbMFQpQ5qFEPL6h,0.517,0.647,5,-8.076,0,0.0404,0.694,0.000112,0.21,0.95,94.734,164200,4,flop
75,Steve Biko (Stir It Up),56,671sDyeE398eD0sdGuVbZU,0.853,0.494,10,-10.911,0,0.201,0.0109,0.000884,0.205,0.341,95.284,191533,4,flop
79,Quiet Storm,61,1QIsVlaCz3U5GfsEJE9O8L,0.613,0.526,7,-9.243,0,0.031,0.669,0.933,0.168,0.108,154.082,124675,4,hit
80,"Hello, Dolly!",69,63kd4m3VFxcJjPVVtbVNAu,0.0,0.405,0,-9.935,1,0.0,0.842,0.00114,0.198,0.0,0.0,147000,0,hit
81,Nothing Can Change This Love,63,6e6Kxot9nHyZ4I8GgmGKII,0.373,0.301,9,-11.843,1,0.0314,0.769,0.0,0.0816,0.436,65.488,158680,3,hit
82,Wave,62,2hXBS8q9rGMovfG1S8FB4F,0.552,0.314,7,-20.681,1,0.0337,0.831,0.831,0.0861,0.873,144.921,176907,4,hit
83,Ain't That A Kick In The Head,63,7fQ3PYTYdu208fQ3JEm2U7,0.586,0.253,6,-11.93,0,0.0538,0.604,0.0,0.3,0.718,108.168,147293,1,hit
84,"Hallelujah, I Love Her So",65,5P11rW6aJErF37MTfRZS31,0.696,0.547,5,-5.954,0,0.169,0.792,0.0,0.155,0.623,73.203,155507,4,hit
85,Passin' Me By,69,4G3dZN9o3o2X4VKwt4CLts,0.759,0.756,4,-8.145,0,0.266,0.0903,2.36e-06,0.265,0.613,87.059,303493,4,hit
86,I Fall In Love Too Easily,67,0F845nujLVqCb0XMZCh5Pc,0.532,0.0657,0,-19.136,0,0.0406,0.94,0.00488,0.0946,0.292,128.607,201440,4,hit
87,The Hop,63,7f1UEGMBMuXfLBP5XANfrW,0.927,0.517,1,-6.489,1,0.361,0.0679,0.0,0.174,0.616,95.525,207467,4,hit
88,Come Away With Me,74,6jGnykaS6TkWp15utXSAeI,0.436,0.141,0,-13.271,1,0.0308,0.902,2.81e-06,0.126,0.146,76.64,198227,3,hit
89,A Change Is Gonna Come,69,0KOE1hat4SIer491XKk4Pa,0.212,0.383,10,-10.071,1,0.0347,0.723,0.0,0.299,0.452,173.79,191160,3,hit
90,Try a Little Tenderness,67,36AlMHDBFwSsD3FQOy1R81,0.587,0.133,9,-15.151,0,0.0565,0.186,2.26e-05,0.258,0.068,102.938,201733,4,hit
91,Eye Know,54,4sDXEltU35xgga78VFvmJe,0.837,0.809,1,-7.991,1,0.0508,0.175,2.77e-06,0.0784,0.851,109.312,253040,4,flop
92,It Never Entered My Mind,57,6QlkHjQmo2YncQN5MQXgPZ,0.476,0.217,8,-10.75,1,0.0308,0.892,6.09e-05,0.0966,0.121,116.079,323187,4,flop
93,Caught Up In the Rapture,54,5ygOH8xQGicxuxa43vSWwd,0.593,0.506,2,-9.708,1,0.0263,0.412,3.99e-06,0.048,0.378,91.273,250267,4,flop
94,There Will Never Be Another You,59,6oSm3mBWFxJHEnjE2IqhmA,0.588,0.0387,0,-17.944,0,0.06,0.978,0.823,0.116,0.342,83.4,205667,4,flop
98,GRiZTRONICS II (Another Level) VIP,51,0D8OdE68Ppw1jXCA2oCQTo,0.518,0.913,0,-1.023,1,0.229,0.024,0.105,0.337,0.769,148.957,145655,4,flop
102,That's Life,37,26Sz9IEnu85ODOPgl5jNR4,0.737,0.671,0,-7.489,1,0.0302,0.126,0.891,0.0974,0.669,104.002,278200,4,flop
103,Rock Co.Kane Flow (feat. MF DOOM),58,5eWj4hoqE9cf8mCE1pkB7M,0.733,0.67,10,-3.532,0,0.132,0.119,0.0,0.442,0.763,86.983,185267,4,flop
104,Color Of Your Soul,54,4rhooL7Cj0YkvIC4wGL7Jo,0.486,0.964,9,-3.615,1,0.0548,0.00147,0.0628,0.101,0.177,139.958,202286,4,flop
105,Panic,43,0q6X2a5vpBIiL3AgvCU84G,0.936,0.823,5,-6.175,0,0.156,0.4,0.63,0.408,0.913,124.963,245360,4,flop
106,The Summer Wind,49,2YA3iikgy6ygLdA8zdeBmu,0.672,0.221,10,-15.009,0,0.0342,0.889,0.412,0.116,0.235,98.969,235373,4,flop
107,Part XI - Live,37,0Gqd8s8FPiCn8k6BLp3kVa,0.472,0.0284,9,-24.192,0,0.0568,0.991,0.837,0.0427,0.11,131.654,340414,4,flop
108,Spider-Man Theme - Junkie XL Remix,45,24I8lYyoECAzoPpxAaQHFV,0.385,0.825,10,-4.279,1,0.156,0.137,0.0,0.103,0.503,89.142,183973,4,flop
109,Vinyl,48,2q2kwEh9flpSMwwqpPYCC3,0.758,0.637,5,-6.969,0,0.0405,0.33,0.00453,0.152,0.846,87.966,269573,4,flop
110,insideout,58,1mANYloG5MWO9OYzt7pCu9,0.876,0.515,7,-14.342,1,0.259,0.443,0.707,0.104,0.62,152.015,145263,4,flop
111,Cover Me Up,76,0mKnuxVkPi5h0kuvZl44VM,0.549,0.44,7,-8.192,1,0.0264,0.232,7.37e-06,0.107,0.214,128.01,293707,3,hit
115,Beautiful Crazy,81,2rxQMGVafnNaRaXlRMWPde,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,193200,4,hit
116,Vampire Empire,76,0ToG55iJZCOzZkcpWbXxpW,0.636,0.572,9,-7.797,1,0.0913,0.287,0.0,0.0878,0.66,131.272,192128,4,hit
117,Heading South,85,2Dct3GykKZ58hpWRFfe2Qd,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,171693,4,hit
118,Oklahoma Smokeshow,82,0OWhKvvsHptt6vnnNUSM9a,0.544,0.573,8,-5.694,1,0.0356,0.0958,0.0,0.104,0.233,122.977,211739,4,hit
119,Why Don't We Just Dance,70,2p07VcUwRZ5sru3mJ0JogS,0.677,0.776,5,-5.933,1,0.0386,0.42,0.000689,0.0954,0.642,121.834,192800,4,hit
120,Sun to Me,83,1SjsVdSXpwm1kTdYEHoPIT,0.505,0.27,9,-9.165,0,0.0333,0.593,0.0,0.133,0.557,98.721,163032,4,hit
121,Thought You Should Know,78,3Qu3Zh4WTKhP9GEXo0aDnb,0.53,0.678,6,-6.16,1,0.0278,0.506,6.23e-06,0.138,0.508,140.05,215572,4,hit
122,Coal,72,3Fq4shhJdENQhwlLk9qoDx,0.565,0.308,3,-12.843,1,0.0299,0.907,7.76e-05,0.0975,0.339,91.996,201333,4,hit
123,TRUCK BED,78,103u49mLoJUge83B1CnLxI,0.662,0.77,0,-4.887,1,0.0367,0.0875,0.0,0.35,0.769,132.057,167535,4,hit
124,5 Foot 9,68,6AqwH2Y9FJwhUE2dCSkw1u,0.602,0.796,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53,106.005,189780,4,hit
125,Tourniquet,81,3EvZ03hGAFwGZ2Ebcu86YH,0.593,0.397,6,-8.309,1,0.0329,0.684,7.44e-06,0.0982,0.32,76.703,189053,4,hit
0,Thank God,73,1brnLTvarI9D1hLP6z2Ar8,0.738,0.455,3,-8.735,1,0.0352,0.695,0.0,0.107,0.441,99.945,174560,4,hit
1,Need A Favor,79,07on0OB2cdPt79IFsgdRUy,0.502,0.771,6,-4.246,1,0.032,0.0123,1.82e-05,0.0801,0.557,157.978,197400,4,hit
2,For What It's Worth,79,1qRA5BS78u3gME0loMl9AA,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693,4,hit
3,Damn Near Normal,72,56eB13MUQGCQhsKn8tNP9x,0.559,0.719,0,-7.022,1,0.0337,0.0125,0.0,0.093,0.451,80.03,224696,4,hit
4,Feathered Indians,79,2tgQaL85WoRfgEa4hFQgrE,0.536,0.574,7,-6.705,1,0.0254,0.75,0.00277,0.105,0.877,87.194,224947,4,hit
8,Should've Been A Cowboy,76,4TJUS843fKiqqIzycM74Oy,0.618,0.672,7,-7.92,1,0.0353,0.441,1.49e-06,0.214,0.705,133.439,211307,4,hit
9,Chasin' You,80,5MwynWK9s4hlyKHqhkNn4A,0.631,0.591,7,-5.785,1,0.0277,0.657,0.0,0.11,0.489,97.074,205453,4,hit
10,Vegas,56,393ebh7Tq3q45yH68lxuyH,0.603,0.831,4,-5.16,0,0.0584,0.0197,0.0,0.124,0.531,131.988,182600,4,flop
19,Make Me Quit,51,4bNgPTQMwGRKoVX0yeGNL1,0.632,0.55,4,-6.534,0,0.0323,0.198,0.0,0.305,0.397,144.027,225397,3,flop
20,on God.,39,286IkzujSOdZYf5xaZ1LVp,0.584,0.743,7,-5.332,1,0.0315,0.00314,0.0,0.132,0.359,146.023,155425,4,flop
21,Dirty Hat,43,3p0lPp8g9R4RKVukByLdk2,0.844,0.726,7,-4.993,1,0.132,0.0273,0.0,0.119,0.74,156.064,159615,4,flop
25,QUIT!!,56,6GIXiA6ERSW78r9Vz0ps5n,0.692,0.823,0,-5.841,1,0.0618,0.174,0.00016,0.109,0.438,109.991,166667,4,flop
34,4x4,41,4DNjrQWwZc6nvqTr245wiX,0.462,0.818,0,-5.07,1,0.0419,0.00596,0.0,0.111,0.327,145.949,199747,4,flop
35,Suzie Q,54,6Jp0GuFxAYbTdre1uUPgaB,0.435,0.618,4,-11.391,0,0.0324,0.0601,0.00282,0.167,0.695,129.911,517160,4,flop
36,XXX's And OOO's (An American Girl),49,7b05yUcjnxPDUhWNL4nE3K,0.704,0.735,0,-5.68,1,0.031,0.18,0.0,0.172,0.766,125.815,167840,4,flop
37,"Quiet, Heavy Dreams",58,3JGqdP88wrRe9QEVCDHQv9,0.639,0.135,4,-8.922,1,0.0389,0.814,0.0,0.102,0.212,84.493,174255,4,flop
38,Queen Of My Double Wide Trailer,59,3Wz9Fm9ZyhpaRGxMlSR5G4,0.605,0.702,2,-9.621,1,0.0325,0.344,0.0,0.0228,0.734,144.266,211200,4,flop
39,Redneck Way of Life (feat. Justin Adams),41,3DFLrHMAw0ppJBaiNJ15gi,0.731,0.876,7,-3.018,0,0.26,0.14,0.0,0.108,0.617,154.003,191948,4,flop
40,Xo,43,2sYJeORxYzEQItfa9VmiwZ,0.676,0.746,2,-6.196,1,0.0328,0.0537,0.0,0.357,0.58,109.044,174360,4,flop
41,1x1,35,3E25cZhRlHVWrmfstuc9H9,0.608,0.761,11,-6.771,1,0.0261,0.0268,0.000603,0.274,0.559,139.95,192952,4,flop
42,4X4,51,7hRYe2leI1LApYuc2vnsq6,0.539,0.746,2,-4.69,1,0.041,0.448,0.0,0.0937,0.454,80.042,222794,4,flop
43,Girls Like You (NIIKO X SWAE Remix),41,4aEKQNctFCimUjzJpmMhIK,0.685,0.882,2,-5.086,1,0.0739,0.0768,0.0,0.246,0.161,122.026,161311,4,flop
44,Void,45,4lhJ9cFkyeNpu7XA9dXkZc,0.49,0.486,3,-3.664,0,0.0388,0.404,1.17e-05,0.194,0.388,172.367,189938,4,flop
48,Of All The Gin Joints In All The World,57,4304kbwhzhb8A3n6wl27Kg,0.42,0.93,0,-3.416,1,0.0571,0.0047,0.0,0.0719,0.709,172.124,191160,4,flop
49,RIP Roach,72,658I1uDnmLSiltFCf98AWE,0.727,0.62,8,-6.443,1,0.306,0.398,0.0,0.0926,0.555,105.003,169979,4,hit
50,Welcome to the Black Parade,78,5wQnmLuC1W7ATsArWACrgW,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107,4,hit
51,"Sugar, We're Goin Down",78,2TfSHkHiFO4gRztVIkggkE,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,229093,4,hit
52,Star Shopping,83,1WbhIxkn5ECsOwUm795iX1,0.538,0.471,4,-9.84,0,0.0955,0.0946,0.0185,0.116,0.307,93.07,142000,4,hit
53,My Songs Know What You Did In The Dark (Light Em Up),77,2E43WFS4rRc09za2r2GmZl,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,186827,4,hit
54,Everybody Dies In Their Nightmares,82,3GVkPk8mqxz0itaAriG1L7,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,95467,4,hit
55,"Dear Maria, Count Me In",77,0JJP0IS4w0fJx01EcrfkDe,0.459,0.895,2,-3.126,1,0.0805,0.00725,0.0,0.206,0.572,181.04,182827,4,hit
59,I Don't Wanna Do This Anymore,77,5de9Ho64dovuQI8Uhn5gPD,0.433,0.778,4,-7.681,1,0.041,0.843,0.0,0.139,0.764,114.208,87561,4,hit
60,All That I've Got,57,6IxQ0PdozaZKch1m8tGCwb,0.335,0.858,7,-4.565,1,0.0532,0.00289,0.0,0.148,0.451,177.981,230427,4,flop
61,Honestly,62,7lpHFS2YtG7C9hjEIIVEk7,0.545,0.771,9,-6.411,1,0.0469,7.26e-05,8.47e-06,0.101,0.357,158.262,128680,4,hit
62,Revenge,86,5TXDeTFVRVY7Cvt0Dw4vWW,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,120027,4,hit
63,The End.,60,6s2yqZbiPNPL1B2IeCMsUA,0.292,0.548,2,-4.977,1,0.0363,0.0827,0.0,0.414,0.207,175.053,112920,3,hit
64,Hard Times,73,0w5Bdu51Ka25Pf3hojsKHh,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,182693,4,hit
65,nuts,82,4k3xDpAdBuM17mNNHhOZkK,0.51,0.739,2,-7.41,1,0.0415,0.00872,0.0,0.111,0.148,62.007,85360,4,hit
66,Twin Size Mattress,69,4LKp7Whi6HvHCsBlftJr9m,0.325,0.867,4,-5.53,1,0.0809,0.00548,4.33e-06,0.103,0.336,144.866,264677,4,hit
67,"This Ain't A Scene, It's An Arms Race",70,1oagRT7LfpVlNJN6FSZDGp,0.435,0.887,9,-4.07,1,0.0636,0.000747,0.0,0.0327,0.408,199.935,212040,4,hit
68,ghost boy,72,3YchUDysu9jfzeSRG8st77,0.662,0.586,5,-6.287,0,0.0251,0.0325,0.00418,0.153,0.0724,107.993,130973,4,hit
69,Covet,74,1AMADyXgIWayh5vXLZo2qF,0.428,0.799,4,-6.265,1,0.0468,0.00139,0.0742,0.0788,0.228,139.052,227340,4,hit
70,bad vibes forever (feat. PnB Rock & Trippie Redd),73,03eJ2DclFWXYU8GWgANdmZ,0.8,0.526,8,-5.153,1,0.0716,0.334,0.00174,0.0571,0.746,129.874,150475,4,hit
71,Death Cup,63,19aUuDd6udp1ACNo9t3IuZ,0.353,0.749,1,-9.339,1,0.0411,0.0926,0.000553,0.166,0.574,85.983,276000,4,hit
72,Never Meant,62,6kZqCqD1r08sJAQ1TjuEpM,0.434,0.808,0,-6.601,1,0.0359,0.0233,0.0111,0.153,0.422,144.292,268333,4,hit
73,Quake,34,6OP374FbWcctg8aTH5UNDB,0.421,0.946,8,-5.916,0,0.0628,0.000157,0.107,0.11,0.303,135.0,247613,4,flop
77,What's Up?,58,141alNiSd9vG4Lb22BLHWM,0.512,0.933,9,-5.598,1,0.0413,0.000109,0.000199,0.274,0.828,84.488,141909,4,flop
78,One Way!,56,2659CRCrqaXCaYBMtKrdYi,0.524,0.306,0,-12.153,1,0.0376,0.0323,0.000339,0.11,0.255,138.34,166957,4,flop
79,Fake Out,59,41M7guw2h3mo6d47DJ5Tx7,0.487,0.859,11,-5.175,0,0.0538,0.00799,0.0,0.13,0.552,179.963,209862,4,flop
80,vice city,57,17wxJ7IZKboyECnxZw7Vo1,0.854,0.467,9,-6.843,0,0.191,0.00596,0.00171,0.204,0.33,87.02,220773,4,flop
81,WAKA (feat. A Boogie Wit da Hoodie),59,4uax9U22ZAdqUxTMF1beUf,0.77,0.807,7,-4.2,0,0.207,0.088,0.0,0.108,0.634,97.383,128769,4,flop
82,VERY RARE FOREVER FREESTYLE,58,5jVQ5q8TKE1xZpqTmIF5B2,0.771,0.452,2,-7.225,1,0.0845,0.845,0.0549,0.175,0.117,98.326,94042,4,flop
83,Constant Headache,58,6baeAT0jVAxvnLn8rIN50X,0.41,0.892,11,-4.289,1,0.124,0.0467,0.0,0.246,0.451,99.016,184307,4,flop
84,lil kennedy,57,23fICo2AZkyzPSDidKZH4y,0.73,0.476,1,-6.501,1,0.0317,0.0106,0.0,0.123,0.0393,110.03,192173,4,flop
85,Where Did The Party Go,53,66324Jt0mZdXaM7f8uUitE,0.631,0.891,0,-4.202,1,0.0998,0.00368,0.00124,0.157,0.677,119.96,243040,4,flop
86,Fazer,42,0Bv2ixOjn8jKiVTQXE9mF8,0.403,0.79,9,-8.721,1,0.0458,2.74e-05,0.0101,0.198,0.638,178.206,193333,3,flop
87,Featuring Mark Hoppus,59,41hMYBgv6teOnu64kn4Ylb,0.51,0.98,0,-3.341,1,0.105,0.000722,0.0,0.339,0.4,147.991,173800,4,flop
88,Vomit,49,7pgvuNy1yrjzKvkVSISQZD,0.471,0.859,1,-6.725,1,0.0373,0.00125,0.000131,0.43,0.245,135.531,176880,3,flop
92,UGLY,56,2QfkJ9lURgRpcFT2Y0B1e3,0.528,0.325,2,-12.501,1,0.0293,0.857,0.0145,0.114,0.0412,83.651,91800,4,flop
93,Face Down,77,4wzjNqjKAKDU82e8uMhzmr,0.545,0.932,7,-2.189,0,0.0399,0.000665,0.0,0.127,0.464,92.956,192000,4,hit
94,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",78,6BrMEbPSSj55nQhkgf6DnE,0.241,0.468,2,-9.579,1,0.0272,0.534,0.0,0.161,0.451,91.581,112707,3,hit
95,Miss Murder,72,0Ti2dlF2xLjXblvdU5fCxM,0.308,0.873,8,-4.542,1,0.0533,0.00022,0.000729,0.0974,0.686,143.519,206587,4,hit
96,All I Wanted,73,1Bv3h7Vc4AaYA2BcSM3rVd,0.494,0.723,6,-4.559,0,0.0441,0.0192,0.0322,0.134,0.152,144.036,225787,4,hit
97,I'm Not A Vampire,67,7l0Lr7Tl4Gt8hQj4v3rwtf,0.235,0.965,2,-2.882,0,0.28,0.00887,0.0,0.0448,0.322,185.278,231840,4,hit
98,Friday I'm in Love,68,263aNAQCeFSWipk896byo6,0.526,0.762,0,-12.437,0,0.0342,0.000972,0.000116,0.338,0.505,136.203,214400,4,hit
99,"Check Yes, Juliet",72,7N2PNxzZXxCdAHiAfsklhT,0.352,0.912,7,-4.253,1,0.0725,0.00197,0.0,0.193,0.351,166.795,220147,4,hit
100,Kept,55,4mW87rC2y8oJWYCglzBuO1,0.464,0.959,9,-5.477,0,0.0903,7.74e-06,0.063,0.418,0.406,79.986,147789,4,flop
104,The Kids Aren't Alright,83,4EchqUKQ3qAQuRNKmeIpnf,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,180160,4,hit
105,Santeria,79,2hnMS47jN0etwvFPzYk11f,0.682,0.765,1,-5.021,0,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,182747,4,hit
106,Should I Stay or Should I Go - Remastered,80,39shmbIHICJ2Wxnk1fPSdz,0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,188987,4,hit
107,The Hell Song,61,17XgxMFNzBYv38TEJRC18D,0.359,0.935,8,-5.529,0,0.0817,0.000143,0.0141,0.351,0.658,173.429,198493,4,hit
108,"You're Gonna Go Far, Kid",81,6TfBA04WJ3X1d1wXhaCFVT,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115,177827,4,hit
109,Watch The World Burn,73,4CiVz4bw7X1zjCaJ5ZwxUS,0.395,0.784,10,-5.903,0,0.132,0.0135,0.0,0.213,0.353,161.946,203948,4,hit
110,Self Esteem,77,1FkoVC85Ds3mFoK0fVqEqP,0.488,0.862,0,-7.595,1,0.0476,0.0204,0.0,0.359,0.706,104.56,257827,4,hit
111,I'm Not Okay (I Promise),76,7lRlq939cDG4SzWOF4VAnd,0.21,0.94,9,-3.427,1,0.123,0.00602,0.0,0.269,0.255,179.722,186480,4,hit
112,Thank You for the Venom,66,0BpKPyXhWsTaWkgXeOd1Sn,0.486,0.977,7,-3.463,1,0.0603,0.00237,0.0,0.298,0.413,103.501,221093,4,hit
113,This Night Has Opened My Eyes - 2011 Remaster,75,69Kzq3FMkDwiSFBQzRckFD,0.696,0.628,2,-8.407,1,0.0274,0.00102,0.428,0.272,0.701,100.038,221533,4,hit
114,I'm Just a Kid,73,6otiaV2fagE3s8IvP6WkwG,0.527,0.834,1,-5.531,1,0.0447,0.00107,0.000102,0.0993,0.422,110.065,198333,4,hit
115,1985,72,5oQcOu1omDykbIPSdSQQNJ,0.606,0.887,4,-4.404,1,0.0598,0.000242,0.0,0.337,0.903,119.974,193000,4,hit
116,Mother,71,7txxAtOMwLLnQTpKeBL6bp,0.365,0.763,11,-9.45,0,0.0591,0.00726,0.000457,0.0865,0.342,148.366,204867,4,hit
117,Deceptacon,67,5773KSWFzg9kCc8yazjbSt,0.603,0.864,4,-3.341,0,0.0668,0.055,0.00493,0.0986,0.616,160.488,184627,4,hit
118,"Frankly, Mr. Shankly - 2011 Remaster",59,1qIagqll7ZcgmiLTrtSvKc,0.713,0.748,4,-6.53,1,0.0251,0.0709,0.000397,0.156,0.924,111.556,138813,4,flop
119,The Bird and the Worm,58,6tKky3l379dnGe7F85ztrJ,0.299,0.933,6,-6.874,0,0.17,0.0742,1.21e-05,0.0723,0.205,180.092,225040,3,flop
120,Queen,41,7KmgtxP0GJ0hQ2Y5E6EItk,0.322,0.478,4,-7.575,1,0.0282,0.00157,0.758,0.0714,0.23,136.799,256057,4,flop
121,I Must Not Think Bad Thoughts,33,1NcImur5QmVn2b0jeXHIvj,0.549,0.692,9,-7.027,1,0.0349,0.441,2.41e-05,0.0849,0.454,124.667,255067,4,flop
122,Hell,56,1DNrgnLWqHEC7CfTSRuvvW,0.54,0.803,1,-5.808,1,0.115,0.00211,0.000238,0.0498,0.848,199.967,126348,4,flop
123,I Can't Wait,59,3kuuGbu0mZbMqZ8gNKiXyo,0.515,0.964,0,-4.714,1,0.0455,2.55e-05,0.0,0.115,0.916,110.004,125514,4,flop
124,Voices,58,71U9X93wy4BQGyvmjFqApv,0.307,0.925,9,-3.918,0,0.0926,9.39e-05,0.00925,0.377,0.261,179.962,217525,4,flop
125,Quicksand,52,1R1yJO9oVNcq1ae8AZH0kT,0.349,0.995,5,-2.622,1,0.143,0.000989,0.0,0.0955,0.223,189.936,158533,4,flop
1,Not Quite Myself,58,1N4D5MIp3v67TDRa8jJlQr,0.555,0.925,1,-3.701,1,0.0535,0.00122,0.0,0.286,0.58,91.023,174334,4,flop
2,Johny Hit and Run Paulene,34,1w5UVxI3gtz0xO9dj7jRjA,0.477,0.907,4,-5.688,0,0.0259,0.00152,0.000204,0.36,0.681,98.991,170800,4,flop
3,Buried Myself Alive,59,746bHsY27aWTMYpoxqECOm,0.26,0.923,7,-5.023,1,0.157,0.00108,0.0,0.763,0.387,170.605,242133,4,flop
7,God Save the Queen,52,6ui6l3ZNvlrGQZArwo8195,0.274,0.908,9,-5.419,1,0.0691,0.00103,0.00219,0.154,0.483,148.246,200080,4,flop
8,XOXO,47,3tfGZoh6BCLg6gJpEF8Zyk,0.488,0.882,9,-3.99,1,0.0452,2.21e-05,0.642,0.32,0.102,110.598,77092,4,flop
10,Life's Been Good,65,2wvMC5EyaaYQwBfiwwY2xE,0.505,0.476,2,-12.897,1,0.0711,0.25,0.00915,0.113,0.542,99.31,536227,4,hit
11,Flowers in Your Hair,74,3Hvg5tRKsQlX25wYwgMF9p,0.67,0.609,7,-10.088,1,0.0333,0.749,6.74e-05,0.227,0.573,127.463,109736,4,hit
